date,ccode,id,primary_id,name,match_id,match_league_id,match_time,home_id,home_score,home_name,home_long_name,home_pen_score,away_id,away_score,away_name,away_long_name,away_pen_score,match_eliminated_team_id,match_status_id,match_tournament_stage,match_status_finished,match_status_started,match_status_cancelled,match_status_score_str,match_status_start_date_str,match_status_start_date_str_short,short,long,match_status_start_time_str,match_status_aggregated_str,match_status_awarded,match_time_ts,match_tv,internal_rank,live_rank,simple_league,parent_league_id,is_group,group_name,parent_league_name
2017-08-11,ENG,47,47,Premier League,2522743,47,11.08.2017 20:45,9825,4,Arsenal,Arsenal,,8197,3,Leicester,Leicester City,,,6,1,TRUE,TRUE,FALSE,4 - 3,"Aug 11, 2017",11. Aug.,FT,Full-Time,,,,1502459100000,,10,101,FALSE,,,,
2017-08-12,ENG,47,47,Premier League,2522751,47,12.08.2017 13:30,9817,3,Watford,Watford,,8650,3,Liverpool,Liverpool,,,6,1,TRUE,TRUE,FALSE,3 - 3,"Aug 12, 2017",12. Aug.,FT,Full-Time,,,,1502519400000,,10,101,FALSE,,,,
2017-08-12,ENG,47,47,Premier League,2522745,47,12.08.2017 16:00,8455,2,Chelsea,Chelsea,,8191,3,Burnley,Burnley,,,6,1,TRUE,TRUE,FALSE,2 - 3,"Aug 12, 2017",12. Aug.,FT,Full-Time,,,,1502528400000,,10,101,FALSE,,,,
2017-08-12,ENG,47,47,Premier League,2522746,47,12.08.2017 16:00,9826,0,Crystal Palace,Crystal Palace,,9796,3,Huddersfield,Huddersfield Town,,,6,1,TRUE,TRUE,FALSE,0 - 3,"Aug 12, 2017",12. Aug.,FT,Full-Time,,,,1502528400000,,10,101,FALSE,,,,
2017-08-12,ENG,47,47,Premier League,2522747,47,12.08.2017 16:00,8668,1,Everton,Everton,,10194,0,Stoke,Stoke City,,,6,1,TRUE,TRUE,FALSE,1 - 0,"Aug 12, 2017",12. Aug.,FT,Full-Time,,,,1502528400000,,10,101,FALSE,,,,
2017-08-12,ENG,47,47,Premier League,2522750,47,12.08.2017 16:00,8466,0,Southampton,Southampton,,10003,0,Swansea,Swansea City,,,6,1,TRUE,TRUE,FALSE,0 - 0,"Aug 12, 2017",12. Aug.,FT,Full-Time,,,,1502528400000,,10,101,FALSE,,,,
2017-08-12,ENG,47,47,Premier League,2522752,47,12.08.2017 16:00,8659,1,West Brom,West Bromwich Albion,,8678,0,Bournemouth,AFC Bournemouth,,,6,1,TRUE,TRUE,FALSE,1 - 0,"Aug 12, 2017",12. Aug.,FT,Full-Time,,,,1502528400000,,10,101,FALSE,,,,
2017-08-12,ENG,47,47,Premier League,2522744,47,12.08.2017 18:30,10204,0,Brighton,Brighton & Hove Albion,,8456,2,Man City,Manchester City,,,6,1,TRUE,TRUE,FALSE,0 - 2,"Aug 12, 2017",12. Aug.,FT,Full-Time,,,,1502537400000,,10,101,FALSE,,,,
2017-08-13,ENG,47,47,Premier League,2522749,47,13.08.2017 14:30,10261,0,Newcastle,Newcastle United,,8586,2,Tottenham,Tottenham Hotspur,,,6,1,TRUE,TRUE,FALSE,0 - 2,"Aug 13, 2017",13. Aug.,FT,Full-Time,,,,1502609400000,,10,101,FALSE,,,,
2017-08-13,ENG,47,47,Premier League,2522748,47,13.08.2017 17:00,10260,4,Man United,Manchester United,,8654,0,West Ham,West Ham United,,,6,1,TRUE,TRUE,FALSE,4 - 0,"Aug 13, 2017",13. Aug.,FT,Full-Time,,,,1502618400000,,10,101,FALSE,,,,
2017-08-19,ENG,47,47,Premier League,2522760,47,19.08.2017 13:30,10003,0,Swansea,Swansea City,,10260,4,Man United,Manchester United,,,6,2,TRUE,TRUE,FALSE,0 - 4,"Aug 19, 2017",19. Aug.,FT,Full-Time,,,,1503124200000,,10,101,FALSE,,,,
2017-08-19,ENG,47,47,Premier League,2522753,47,19.08.2017 16:00,8678,0,Bournemouth,AFC Bournemouth,,9817,2,Watford,Watford,,,6,2,TRUE,TRUE,FALSE,0 - 2,"Aug 19, 2017",19. Aug.,FT,Full-Time,,,,1503133200000,,10,101,FALSE,,,,
2017-08-19,ENG,47,47,Premier League,2522754,47,19.08.2017 16:00,8191,0,Burnley,Burnley,,8659,1,West Brom,West Bromwich Albion,,,6,2,TRUE,TRUE,FALSE,0 - 1,"Aug 19, 2017",19. Aug.,FT,Full-Time,,,,1503133200000,,10,101,FALSE,,,,
2017-08-19,ENG,47,47,Premier League,2522756,47,19.08.2017 16:00,8197,2,Leicester,Leicester City,,10204,0,Brighton,Brighton & Hove Albion,,,6,2,TRUE,TRUE,FALSE,2 - 0,"Aug 19, 2017",19. Aug.,FT,Full-Time,,,,1503133200000,,10,101,FALSE,,,,
2017-08-19,ENG,47,47,Premier League,2522757,47,19.08.2017 16:00,8650,1,Liverpool,Liverpool,,9826,0,Crystal Palace,Crystal Palace,,,6,2,TRUE,TRUE,FALSE,1 - 0,"Aug 19, 2017",19. Aug.,FT,Full-Time,,,,1503133200000,,10,101,FALSE,,,,
2017-08-19,ENG,47,47,Premier League,2523060,47,19.08.2017 16:00,8466,3,Southampton,Southampton,,8654,2,West Ham,West Ham United,,,6,2,TRUE,TRUE,FALSE,3 - 2,"Aug 19, 2017",19. Aug.,FT,Full-Time,,,,1503133200000,,10,101,FALSE,,,,
2017-08-19,ENG,47,47,Premier League,2522759,47,19.08.2017 18:30,10194,1,Stoke,Stoke City,,9825,0,Arsenal,Arsenal,,,6,2,TRUE,TRUE,FALSE,1 - 0,"Aug 19, 2017",19. Aug.,FT,Full-Time,,,,1503142200000,,10,101,FALSE,,,,
2017-08-20,ENG,47,47,Premier League,2522755,47,20.08.2017 14:30,9796,1,Huddersfield,Huddersfield Town,,10261,0,Newcastle,Newcastle United,,,6,2,TRUE,TRUE,FALSE,1 - 0,"Aug 20, 2017",20. Aug.,FT,Full-Time,,,,1503214200000,,10,101,FALSE,,,,
2017-08-20,ENG,47,47,Premier League,2522761,47,20.08.2017 17:00,8586,1,Tottenham,Tottenham Hotspur,,8455,2,Chelsea,Chelsea,,,6,2,TRUE,TRUE,FALSE,1 - 2,"Aug 20, 2017",20. Aug.,FT,Full-Time,,,,1503223200000,,10,101,FALSE,,,,
2017-08-21,ENG,47,47,Premier League,2522758,47,21.08.2017 21:00,8456,1,Man City,Manchester City,,8668,1,Everton,Everton,,,6,2,TRUE,TRUE,FALSE,1 - 1,"Aug 21, 2017",21. Aug.,FT,Full-Time,,,,1503324000000,,10,101,FALSE,,,,
2017-08-26,ENG,47,47,Premier League,2522763,47,26.08.2017 13:30,8678,1,Bournemouth,AFC Bournemouth,,8456,2,Man City,Manchester City,,,6,3,TRUE,TRUE,FALSE,1 - 2,"Aug 26, 2017",26. Aug.,FT,Full-Time,,,,1503729000000,,10,101,FALSE,,,,
2017-08-26,ENG,47,47,Premier League,2522765,47,26.08.2017 16:00,9826,0,Crystal Palace,Crystal Palace,,10003,2,Swansea,Swansea City,,,6,3,TRUE,TRUE,FALSE,0 - 2,"Aug 26, 2017",26. Aug.,FT,Full-Time,,,,1503738000000,,10,101,FALSE,,,,
2017-08-26,ENG,47,47,Premier League,2522766,47,26.08.2017 16:00,9796,0,Huddersfield,Huddersfield Town,,8466,0,Southampton,Southampton,,,6,3,TRUE,TRUE,FALSE,0 - 0,"Aug 26, 2017",26. Aug.,FT,Full-Time,,,,1503738000000,,10,101,FALSE,,,,
2017-08-26,ENG,47,47,Premier League,2522769,47,26.08.2017 16:00,10261,3,Newcastle,Newcastle United,,8654,0,West Ham,West Ham United,,,6,3,TRUE,TRUE,FALSE,3 - 0,"Aug 26, 2017",26. Aug.,FT,Full-Time,,,,1503738000000,,10,101,FALSE,,,,
2017-08-26,ENG,47,47,Premier League,2522771,47,26.08.2017 16:00,9817,0,Watford,Watford,,10204,0,Brighton,Brighton & Hove Albion,,,6,3,TRUE,TRUE,FALSE,0 - 0,"Aug 26, 2017",26. Aug.,FT,Full-Time,,,,1503738000000,,10,101,FALSE,,,,
2017-08-26,ENG,47,47,Premier League,2522768,47,26.08.2017 18:30,10260,2,Man United,Manchester United,,8197,0,Leicester,Leicester City,,,6,3,TRUE,TRUE,FALSE,2 - 0,"Aug 26, 2017",26. Aug.,FT,Full-Time,,,,1503747000000,,10,101,FALSE,,,,
2017-08-27,ENG,47,47,Premier League,2522764,47,27.08.2017 14:30,8455,2,Chelsea,Chelsea,,8668,0,Everton,Everton,,,6,3,TRUE,TRUE,FALSE,2 - 0,"Aug 27, 2017",27. Aug.,FT,Full-Time,,,,1503819000000,,10,101,FALSE,,,,
2017-08-27,ENG,47,47,Premier League,2522772,47,27.08.2017 14:30,8659,1,West Brom,West Bromwich Albion,,10194,1,Stoke,Stoke City,,,6,3,TRUE,TRUE,FALSE,1 - 1,"Aug 27, 2017",27. Aug.,FT,Full-Time,,,,1503819000000,,10,101,FALSE,,,,
2017-08-27,ENG,47,47,Premier League,2522767,47,27.08.2017 17:00,8650,4,Liverpool,Liverpool,,9825,0,Arsenal,Arsenal,,,6,3,TRUE,TRUE,FALSE,4 - 0,"Aug 27, 2017",27. Aug.,FT,Full-Time,,,,1503828000000,,10,101,FALSE,,,,
2017-08-27,ENG,47,47,Premier League,2522770,47,27.08.2017 17:00,8586,1,Tottenham,Tottenham Hotspur,,8191,1,Burnley,Burnley,,,6,3,TRUE,TRUE,FALSE,1 - 1,"Aug 27, 2017",27. Aug.,FT,Full-Time,,,,1503828000000,,10,101,FALSE,,,,
2017-09-09,ENG,47,47,Premier League,2522778,47,09.09.2017 13:30,8456,5,Man City,Manchester City,,8650,0,Liverpool,Liverpool,,,6,4,TRUE,TRUE,FALSE,5 - 0,"Sep 9, 2017",9. Sep.,FT,Full-Time,,,,1504938600000,,10,101,FALSE,,,,
2017-09-09,ENG,47,47,Premier League,2522773,47,09.09.2017 16:00,9825,3,Arsenal,Arsenal,,8678,0,Bournemouth,AFC Bournemouth,,,6,4,TRUE,TRUE,FALSE,3 - 0,"Sep 9, 2017",9. Sep.,FT,Full-Time,,,,1504947600000,,10,101,FALSE,,,,
2017-09-09,ENG,47,47,Premier League,2522774,47,09.09.2017 16:00,10204,3,Brighton,Brighton & Hove Albion,,8659,1,West Brom,West Bromwich Albion,,,6,4,TRUE,TRUE,FALSE,3 - 1,"Sep 9, 2017",9. Sep.,FT,Full-Time,,,,1504947600000,,10,101,FALSE,,,,
2017-09-09,ENG,47,47,Premier League,2522776,47,09.09.2017 16:00,8668,0,Everton,Everton,,8586,3,Tottenham,Tottenham Hotspur,,,6,4,TRUE,TRUE,FALSE,0 - 3,"Sep 9, 2017",9. Sep.,FT,Full-Time,,,,1504947600000,,10,101,FALSE,,,,
