"competition_name","gender","country","first_season","last_season","competition_urls","seasons","season_end_year","seasons_urls"
"Superliga","M","DEN","2003-2004","2020-2021","https://fbref.com/en/comps/50/history/Superliga-Seasons","2018-2019","2019","https://fbref.com/en/comps/50/2423/2018-2019-Superliga-Stats"
"Superliga","M","DEN","2003-2004","2020-2021","https://fbref.com/en/comps/50/history/Superliga-Seasons","2017-2018","2018","https://fbref.com/en/comps/50/1624/2017-2018-Superliga-Stats"
"Superliga","M","DEN","2003-2004","2020-2021","https://fbref.com/en/comps/50/history/Superliga-Seasons","2016-2017","2017","https://fbref.com/en/comps/50/1519/2016-2017-Superliga-Stats"
"Superliga","M","DEN","2003-2004","2020-2021","https://fbref.com/en/comps/50/history/Superliga-Seasons","2015-2016","2016","https://fbref.com/en/comps/50/1460/2015-2016-Superliga-Stats"
"Superliga","M","DEN","2003-2004","2020-2021","https://fbref.com/en/comps/50/history/Superliga-Seasons","2014-2015","2015","https://fbref.com/en/comps/50/726/2014-2015-Superliga-Stats"
"Superliga","M","DEN","2003-2004","2020-2021","https://fbref.com/en/comps/50/history/Superliga-Seasons","2013-2014","2014","https://fbref.com/en/comps/50/662/2013-2014-Superliga-Stats"
"Superliga","M","DEN","2003-2004","2020-2021","https://fbref.com/en/comps/50/history/Superliga-Seasons","2012-2013","2013","https://fbref.com/en/comps/50/595/2012-2013-Superliga-Stats"
"Superliga","M","DEN","2003-2004","2020-2021","https://fbref.com/en/comps/50/history/Superliga-Seasons","2011-2012","2012","https://fbref.com/en/comps/50/527/2011-2012-Superliga-Stats"
"Superliga","M","DEN","2003-2004","2020-2021","https://fbref.com/en/comps/50/history/Superliga-Seasons","2010-2011","2011","https://fbref.com/en/comps/50/460/2010-2011-Superliga-Stats"
"Superliga","M","DEN","2003-2004","2020-2021","https://fbref.com/en/comps/50/history/Superliga-Seasons","2009-2010","2010","https://fbref.com/en/comps/50/392/2009-2010-Superliga-Stats"
"Superliga","M","DEN","2003-2004","2020-2021","https://fbref.com/en/comps/50/history/Superliga-Seasons","2008-2009","2009","https://fbref.com/en/comps/50/331/2008-2009-Superliga-Stats"
"Superliga","M","DEN","2003-2004","2020-2021","https://fbref.com/en/comps/50/history/Superliga-Seasons","2007-2008","2008","https://fbref.com/en/comps/50/275/2007-2008-Superliga-Stats"
"Superliga","M","DEN","2003-2004","2020-2021","https://fbref.com/en/comps/50/history/Superliga-Seasons","2006-2007","2007","https://fbref.com/en/comps/50/223/2006-2007-Superliga-Stats"
"Superliga","M","DEN","2003-2004","2020-2021","https://fbref.com/en/comps/50/history/Superliga-Seasons","2005-2006","2006","https://fbref.com/en/comps/50/178/2005-2006-Superliga-Stats"
"Superliga","M","DEN","2003-2004","2020-2021","https://fbref.com/en/comps/50/history/Superliga-Seasons","2004-2005","2005","https://fbref.com/en/comps/50/141/2004-2005-Superliga-Stats"
"Superliga","M","DEN","2003-2004","2020-2021","https://fbref.com/en/comps/50/history/Superliga-Seasons","2003-2004","2004","https://fbref.com/en/comps/50/107/2003-2004-Superliga-Stats"
"Primera Categoría Serie A","M","ECU","2014","2020","https://fbref.com/en/comps/58/history/Serie-A-Seasons","2020","2020","https://fbref.com/en/comps/58/Serie-A-Stats"
"Primera Categoría Serie A","M","ECU","2014","2020","https://fbref.com/en/comps/58/history/Serie-A-Seasons","2019","2019","https://fbref.com/en/comps/58/3931/2019-Serie-A-Stats"
"Primera Categoría Serie A","M","ECU","2014","2020","https://fbref.com/en/comps/58/history/Serie-A-Seasons","2018","2018","https://fbref.com/en/comps/58/1772/2018-Serie-A-Stats"
"Primera Categoría Serie A","M","ECU","2014","2020","https://fbref.com/en/comps/58/history/Serie-A-Seasons","2017","2017","https://fbref.com/en/comps/58/1576/2017-Serie-A-Stats"
"Primera Categoría Serie A","M","ECU","2014","2020","https://fbref.com/en/comps/58/history/Serie-A-Seasons","2016","2016","https://fbref.com/en/comps/58/1499/2016-Serie-A-Stats"
"Primera Categoría Serie A","M","ECU","2014","2020","https://fbref.com/en/comps/58/history/Serie-A-Seasons","2015","2015","https://fbref.com/en/comps/58/936/2015-Serie-A-Stats"
"Primera Categoría Serie A","M","ECU","2014","2020","https://fbref.com/en/comps/58/history/Serie-A-Seasons","2014","2014","https://fbref.com/en/comps/58/703/2014-Serie-A-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","2020-2021","2021","https://fbref.com/en/comps/9/Premier-League-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","2019-2020","2020","https://fbref.com/en/comps/9/3232/2019-2020-Premier-League-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","2018-2019","2019","https://fbref.com/en/comps/9/1889/2018-2019-Premier-League-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","2017-2018","2018","https://fbref.com/en/comps/9/1631/2017-2018-Premier-League-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","2016-2017","2017","https://fbref.com/en/comps/9/1526/2016-2017-Premier-League-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","2015-2016","2016","https://fbref.com/en/comps/9/1467/2015-2016-Premier-League-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","2014-2015","2015","https://fbref.com/en/comps/9/733/2014-2015-Premier-League-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","2013-2014","2014","https://fbref.com/en/comps/9/669/2013-2014-Premier-League-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","2012-2013","2013","https://fbref.com/en/comps/9/602/2012-2013-Premier-League-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","2011-2012","2012","https://fbref.com/en/comps/9/534/2011-2012-Premier-League-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","2010-2011","2011","https://fbref.com/en/comps/9/467/2010-2011-Premier-League-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","2009-2010","2010","https://fbref.com/en/comps/9/400/2009-2010-Premier-League-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","2008-2009","2009","https://fbref.com/en/comps/9/338/2008-2009-Premier-League-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","2007-2008","2008","https://fbref.com/en/comps/9/282/2007-2008-Premier-League-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","2006-2007","2007","https://fbref.com/en/comps/9/229/2006-2007-Premiership-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","2005-2006","2006","https://fbref.com/en/comps/9/183/2005-2006-Premiership-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","2004-2005","2005","https://fbref.com/en/comps/9/146/2004-2005-Premiership-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","2003-2004","2004","https://fbref.com/en/comps/9/112/2003-2004-Premiership-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","2002-2003","2003","https://fbref.com/en/comps/9/84/2002-2003-Premiership-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","2001-2002","2002","https://fbref.com/en/comps/9/63/2001-2002-Premiership-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","2000-2001","2001","https://fbref.com/en/comps/9/47/2000-2001-Premiership-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","1999-2000","2000","https://fbref.com/en/comps/9/38/1999-2000-Premiership-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","1998-1999","1999","https://fbref.com/en/comps/9/35/1998-1999-Premiership-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","1997-1998","1998","https://fbref.com/en/comps/9/33/1997-1998-Premiership-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","1996-1997","1997","https://fbref.com/en/comps/9/31/1996-1997-Premiership-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","1995-1996","1996","https://fbref.com/en/comps/9/29/1995-1996-Premiership-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","1994-1995","1995","https://fbref.com/en/comps/9/28/1994-1995-Premiership-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","1993-1994","1994","https://fbref.com/en/comps/9/27/1993-1994-Premiership-Stats"
"Premier League","M","ENG","1992-1993","2020-2021","https://fbref.com/en/comps/9/history/Premier-League-Seasons","1992-1993","1993","https://fbref.com/en/comps/9/26/1992-1993-Premiership-Stats"
"FA Women's Super League","F","ENG","2017","2020-2021","https://fbref.com/en/comps/189/history/Womens-Super-League-Seasons","2020-2021","2021","https://fbref.com/en/comps/189/Womens-Super-League-Stats"
"FA Women's Super League","F","ENG","2017","2020-2021","https://fbref.com/en/comps/189/history/Womens-Super-League-Seasons","2019-2020","2020","https://fbref.com/en/comps/189/3069/2019-2020-Womens-Super-League-Stats"
"FA Women's Super League","F","ENG","2017","2020-2021","https://fbref.com/en/comps/189/history/Womens-Super-League-Seasons","2018-2019","2019","https://fbref.com/en/comps/189/3067/2018-2019-Womens-Super-League-Stats"
"FA Women's Super League","F","ENG","2017","2020-2021","https://fbref.com/en/comps/189/history/Womens-Super-League-Seasons","2017-2018","2018","https://fbref.com/en/comps/189/3065/2017-2018-Womens-Super-League-1-Stats"
"FA Women's Super League","F","ENG","2017","2020-2021","https://fbref.com/en/comps/189/history/Womens-Super-League-Seasons","2017","2017","https://fbref.com/en/comps/189/3063/2017-Womens-Super-League-1-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","2020-2021","2021","https://fbref.com/en/comps/12/La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","2019-2020","2020","https://fbref.com/en/comps/12/3239/2019-2020-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","2018-2019","2019","https://fbref.com/en/comps/12/1886/2018-2019-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","2017-2018","2018","https://fbref.com/en/comps/12/1652/2017-2018-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","2016-2017","2017","https://fbref.com/en/comps/12/1547/2016-2017-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","2015-2016","2016","https://fbref.com/en/comps/12/1488/2015-2016-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","2014-2015","2015","https://fbref.com/en/comps/12/755/2014-2015-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","2013-2014","2014","https://fbref.com/en/comps/12/690/2013-2014-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","2012-2013","2013","https://fbref.com/en/comps/12/624/2012-2013-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","2011-2012","2012","https://fbref.com/en/comps/12/557/2011-2012-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","2010-2011","2011","https://fbref.com/en/comps/12/488/2010-2011-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","2009-2010","2010","https://fbref.com/en/comps/12/422/2009-2010-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","2008-2009","2009","https://fbref.com/en/comps/12/355/2008-2009-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","2007-2008","2008","https://fbref.com/en/comps/12/299/2007-2008-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","2006-2007","2007","https://fbref.com/en/comps/12/245/2006-2007-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","2005-2006","2006","https://fbref.com/en/comps/12/196/2005-2006-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","2004-2005","2005","https://fbref.com/en/comps/12/158/2004-2005-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","2003-2004","2004","https://fbref.com/en/comps/12/124/2003-2004-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","2002-2003","2003","https://fbref.com/en/comps/12/93/2002-2003-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","2001-2002","2002","https://fbref.com/en/comps/12/70/2001-2002-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","2000-2001","2001","https://fbref.com/en/comps/12/53/2000-2001-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","1999-2000","2000","https://fbref.com/en/comps/12/42/1999-2000-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","1998-1999","1999","https://fbref.com/en/comps/12/1016/1998-1999-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","1997-1998","1998","https://fbref.com/en/comps/12/1017/1997-1998-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","1996-1997","1997","https://fbref.com/en/comps/12/1018/1996-1997-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","1995-1996","1996","https://fbref.com/en/comps/12/1019/1995-1996-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","1994-1995","1995","https://fbref.com/en/comps/12/1020/1994-1995-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","1993-1994","1994","https://fbref.com/en/comps/12/1021/1993-1994-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","1992-1993","1993","https://fbref.com/en/comps/12/1022/1992-1993-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","1991-1992","1992","https://fbref.com/en/comps/12/1023/1991-1992-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","1990-1991","1991","https://fbref.com/en/comps/12/1024/1990-1991-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","1989-1990","1990","https://fbref.com/en/comps/12/1025/1989-1990-La-Liga-Stats"
"La Liga","M","ESP","1988-1989","2020-2021","https://fbref.com/en/comps/12/history/La-Liga-Seasons","1988-1989","1989","https://fbref.com/en/comps/12/10950/1988-1989-La-Liga-Stats"
"Veikkausliiga","M","FIN","2003","2020","https://fbref.com/en/comps/43/history/Veikkausliiga-Seasons","2020","2020","https://fbref.com/en/comps/43/Veikkausliiga-Stats"
"Veikkausliiga","M","FIN","2003","2020","https://fbref.com/en/comps/43/history/Veikkausliiga-Seasons","2019","2019","https://fbref.com/en/comps/43/3208/2019-Veikkausliiga-Stats"
"Veikkausliiga","M","FIN","2003","2020","https://fbref.com/en/comps/43/history/Veikkausliiga-Seasons","2018","2018","https://fbref.com/en/comps/43/1766/2018-Veikkausliiga-Stats"
"Veikkausliiga","M","FIN","2003","2020","https://fbref.com/en/comps/43/history/Veikkausliiga-Seasons","2017","2017","https://fbref.com/en/comps/43/1567/2017-Veikkausliiga-Stats"
"Veikkausliiga","M","FIN","2003","2020","https://fbref.com/en/comps/43/history/Veikkausliiga-Seasons","2016","2016","https://fbref.com/en/comps/43/1500/2016-Veikkausliiga-Stats"
"Veikkausliiga","M","FIN","2003","2020","https://fbref.com/en/comps/43/history/Veikkausliiga-Seasons","2015","2015","https://fbref.com/en/comps/43/1038/2015-Veikkausliiga-Stats"
"Veikkausliiga","M","FIN","2003","2020","https://fbref.com/en/comps/43/history/Veikkausliiga-Seasons","2014","2014","https://fbref.com/en/comps/43/704/2014-Veikkausliiga-Stats"
"Veikkausliiga","M","FIN","2003","2020","https://fbref.com/en/comps/43/history/Veikkausliiga-Seasons","2013","2013","https://fbref.com/en/comps/43/640/2013-Veikkausliiga-Stats"
"Veikkausliiga","M","FIN","2003","2020","https://fbref.com/en/comps/43/history/Veikkausliiga-Seasons","2012","2012","https://fbref.com/en/comps/43/574/2012-Veikkausliiga-Stats"
"Veikkausliiga","M","FIN","2003","2020","https://fbref.com/en/comps/43/history/Veikkausliiga-Seasons","2011","2011","https://fbref.com/en/comps/43/505/2011-Veikkausliiga-Stats"
"Veikkausliiga","M","FIN","2003","2020","https://fbref.com/en/comps/43/history/Veikkausliiga-Seasons","2010","2010","https://fbref.com/en/comps/43/439/2010-Veikkausliiga-Stats"
"Veikkausliiga","M","FIN","2003","2020","https://fbref.com/en/comps/43/history/Veikkausliiga-Seasons","2009","2009","https://fbref.com/en/comps/43/371/2009-Veikkausliiga-Stats"
"Veikkausliiga","M","FIN","2003","2020","https://fbref.com/en/comps/43/history/Veikkausliiga-Seasons","2008","2008","https://fbref.com/en/comps/43/313/2008-Veikkausliiga-Stats"
"Veikkausliiga","M","FIN","2003","2020","https://fbref.com/en/comps/43/history/Veikkausliiga-Seasons","2007","2007","https://fbref.com/en/comps/43/258/2007-Veikkausliiga-Stats"
"Veikkausliiga","M","FIN","2003","2020","https://fbref.com/en/comps/43/history/Veikkausliiga-Seasons","2006","2006","https://fbref.com/en/comps/43/209/2006-Veikkausliiga-Stats"
"Veikkausliiga","M","FIN","2003","2020","https://fbref.com/en/comps/43/history/Veikkausliiga-Seasons","2005","2005","https://fbref.com/en/comps/43/166/2005-Veikkausliiga-Stats"
"Veikkausliiga","M","FIN","2003","2020","https://fbref.com/en/comps/43/history/Veikkausliiga-Seasons","2004","2004","https://fbref.com/en/comps/43/131/2004-Veikkausliiga-Stats"
"Veikkausliiga","M","FIN","2003","2020","https://fbref.com/en/comps/43/history/Veikkausliiga-Seasons","2003","2003","https://fbref.com/en/comps/43/98/2003-Veikkausliiga-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","2020-2021","2021","https://fbref.com/en/comps/13/Ligue-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","2019-2020","2020","https://fbref.com/en/comps/13/3243/2019-2020-Ligue-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","2018-2019","2019","https://fbref.com/en/comps/13/2104/2018-2019-Ligue-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","2017-2018","2018","https://fbref.com/en/comps/13/1632/2017-2018-Ligue-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","2016-2017","2017","https://fbref.com/en/comps/13/1527/2016-2017-Ligue-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","2015-2016","2016","https://fbref.com/en/comps/13/1468/2015-2016-Ligue-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","2014-2015","2015","https://fbref.com/en/comps/13/734/2014-2015-Ligue-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","2013-2014","2014","https://fbref.com/en/comps/13/670/2013-2014-Ligue-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","2012-2013","2013","https://fbref.com/en/comps/13/603/2012-2013-Ligue-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","2011-2012","2012","https://fbref.com/en/comps/13/535/2011-2012-Ligue-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","2010-2011","2011","https://fbref.com/en/comps/13/468/2010-2011-Ligue-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","2009-2010","2010","https://fbref.com/en/comps/13/401/2009-2010-Ligue-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","2008-2009","2009","https://fbref.com/en/comps/13/339/2008-2009-Ligue-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","2007-2008","2008","https://fbref.com/en/comps/13/283/2007-2008-Ligue-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","2006-2007","2007","https://fbref.com/en/comps/13/230/2006-2007-Ligue-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","2005-2006","2006","https://fbref.com/en/comps/13/184/2005-2006-Ligue-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","2004-2005","2005","https://fbref.com/en/comps/13/147/2004-2005-Ligue-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","2003-2004","2004","https://fbref.com/en/comps/13/113/2003-2004-Ligue-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","2002-2003","2003","https://fbref.com/en/comps/13/85/2002-2003-Ligue-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","2001-2002","2002","https://fbref.com/en/comps/13/64/2001-2002-Division-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","2000-2001","2001","https://fbref.com/en/comps/13/48/2000-2001-Division-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","1999-2000","2000","https://fbref.com/en/comps/13/39/1999-2000-Division-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","1998-1999","1999","https://fbref.com/en/comps/13/1064/1998-1999-Division-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","1997-1998","1998","https://fbref.com/en/comps/13/1065/1997-1998-Division-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","1996-1997","1997","https://fbref.com/en/comps/13/1066/1996-1997-Division-1-Stats"
"Ligue 1","M","FRA","1995-1996","2020-2021","https://fbref.com/en/comps/13/history/Ligue-1-Seasons","1995-1996","1996","https://fbref.com/en/comps/13/1067/1995-1996-Division-1-Stats"
"Championnat de France de Football Féminin","F","FRA","2017-2018","2020-2021","https://fbref.com/en/comps/193/history/Division-1-Feminine-Seasons","2020-2021","2021","https://fbref.com/en/comps/193/Division-1-Feminine-Stats"
"Championnat de France de Football Féminin","F","FRA","2017-2018","2020-2021","https://fbref.com/en/comps/193/history/Division-1-Feminine-Seasons","2019-2020","2020","https://fbref.com/en/comps/193/3127/2019-2020-Division-1-Feminine-Stats"
"Championnat de France de Football Féminin","F","FRA","2017-2018","2020-2021","https://fbref.com/en/comps/193/history/Division-1-Feminine-Seasons","2018-2019","2019","https://fbref.com/en/comps/193/3125/2018-2019-Division-1-Feminine-Stats"
"Championnat de France de Football Féminin","F","FRA","2017-2018","2020-2021","https://fbref.com/en/comps/193/history/Division-1-Feminine-Seasons","2017-2018","2018","https://fbref.com/en/comps/193/3123/2017-2018-Division-1-Feminine-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","2020-2021","2021","https://fbref.com/en/comps/20/Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","2019-2020","2020","https://fbref.com/en/comps/20/3248/2019-2020-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","2018-2019","2019","https://fbref.com/en/comps/20/2109/2018-2019-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","2017-2018","2018","https://fbref.com/en/comps/20/1634/2017-2018-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","2016-2017","2017","https://fbref.com/en/comps/20/1529/2016-2017-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","2015-2016","2016","https://fbref.com/en/comps/20/1470/2015-2016-Bundesliga-Stats"
"Fußball-Bundesliga","M","GER","1988-1989","2020-2021","https://fbref.com/en/comps/20/history/Bundesliga-Seasons","2014-2015","2015","https://fbref.com/en/comps/20/736/2014-2015-Bundesliga-Stats"
